28;3867
27;3867
26;3867
25;3873
24;3863
23;3813
22;3390
21;3725
20;3725
19;3725
18;3714
17;3703
16;3683
15;3697
14;3709
13;3709
12;3709
11;3700
10;3717
9;3757
8;3702
7;3702
6;3702
5;3702
4;3653
3;3653
2;3683
1;3745
